OBJECTID,CommunityName,DataYear,ResidentsAge16AndOver,ResidentsEmployed,WagesLessThan5k,Wages5k_10k,Wages10k_20k,Wages20k_50k,WagesGreaterThan50k,EmployedInPrivateSector,PercentInPrivateSector,EmployedInStateGovt,PercentInStateGovt,EmployedFemales,EmployedMales,EmployedAge45Plus,EmployedAge50Plus,EmployedIn1stQtr,EmployedIn2ndQtr,EmployedIn3rdQtr,EmployedIn4thQtr,EmployedInAllQtrs,NewHires,LocalLaborMarketInfoURL,TotalWages,UnemploymentInsuranceClaimants,x,y
2294,Harding-Birch Lakes,2015,149,61,4,7,7,19,24,46,0.75,9,0.150000006,22,39,44,40,51,51,53,56,45,15,,2846900,10,-146.5992937,64.37150719
2295,Healy,2001,746,501,113,55,74,100,159,403,0.8000000119,26,0.05000000075,205,296,200,101,352,448,436,371,287,175,,16167543,114,-149.0058449,63.87038443
2296,Healy,2002,736,479,97,56,69,117,140,382,0.8000000119,28,0.05999999866,202,277,202,109,342,436,413,352,271,183,,15682384,131,-149.0058449,63.87038443
2297,Healy,2003,750,480,104,58,69,112,137,382,0.8000000119,27,0.05999999866,205,275,189,105,320,422,420,369,275,183,,15074621,145,-149.0058449,63.87038443
2298,Healy,2004,750,471,100,65,69,93,144,385,0.8199999928,22,0.05000000075,208,263,198,120,318,421,415,346,259,178,,15762870,129,-149.0058449,63.87038443
2299,Healy,2005,764,472,99,52,68,103,150,380,0.8100000024,21,0.03999999911,212,260,201,126,341,425,418,361,279,184,,16412970,109,-149.0058449,63.87038443
2300,Healy,2006,735,445,85,52,67,94,147,349,0.7799999714,21,0.05000000075,201,244,194,119,328,410,387,345,266,165,,16238076,105,-149.0058449,63.87038443
2301,Healy,2007,775,484,95,57,68,118,146,388,0.8000000119,20,0.03999999911,225,259,221,150,338,434,425,374,281,179,,17249352,101,-149.0058449,63.87038443
2302,Healy,2008,776,489,81,65,68,120,155,384,0.7900000215,26,0.05000000075,222,267,221,153,352,434,426,385,292,174,,17958755,108,-149.0058449,63.87038443
2303,Healy,2009,781,490,90,45,79,113,163,387,0.7900000215,24,0.05000000075,209,281,225,157,357,457,447,379,302,150,,19578923,125,-149.0058449,63.87038443
2304,Healy,2010,786,471,82,52,64,102,171,373,0.7900000215,22,0.05000000075,213,258,218,151,330,433,427,357,274,128,,20011051,129,-149.0058449,63.87038443
2305,Healy,2011,805,484,69,55,82,104,174,392,0.8100000024,18,0.03999999911,211,273,229,166,355,449,428,372,294,139,,20660108,127,-149.0058449,63.87038443
2306,Healy,2012,808,487,80,47,60,125,175,388,0.8000000119,24,0.05000000075,207,280,225,162,353,441,434,376,293,0,,20949467,115,-149.0058449,63.87038443
2307,Healy,2013,796,476,72,51,65,100,188,376,0.7900000215,23,0.05000000075,212,264,226,161,330,437,428,379,279,153,,21817923,123,-149.0058449,63.87038443
2308,Healy,2014,831,495,81,38,62,116,198,397,0.8000000119,18,0.03999999911,219,276,213,158,360,459,433,400,297,140,,23113658,89,-149.0058449,63.87038443
2309,Healy,2015,830,505,84,43,58,122,198,401,0.7900000215,17,0.02999999933,228,277,221,172,368,464,431,390,303,144,,23763422,87,-149.0058449,63.87038443
2310,Healy Lake,2001,17,10,4,4,0,1,1,9,0.8999999762,0,0,5,5,1,0,4,6,6,6,2,8,,115303,3,-144.6981839,63.99574441
2311,Healy Lake,2002,18,12,5,2,4,1,0,7,0.5799999833,0,0,5,7,3,3,9,5,9,9,5,10,,118705,3,-144.6981839,63.99574441
2312,Healy Lake,2003,15,11,5,2,1,3,0,7,0.6399999857,1,0.09000000358,5,6,1,1,7,5,7,9,3,10,,118475,3,-144.6981839,63.99574441
2313,Healy Lake,2004,15,11,2,2,6,1,0,3,0.2700000107,0,0,4,7,3,1,8,10,10,8,5,10,,131853,5,-144.6981839,63.99574441
2314,Healy Lake,2005,13,6,3,0,0,3,0,1,0.1700000018,1,0.1700000018,3,3,1,0,4,3,4,5,3,3,,79904,0,-144.6981839,63.99574441
2315,Healy Lake,2006,17,10,2,2,4,2,0,7,0.6999999881,0,0,5,5,1,0,6,9,7,7,3,5,,136003,4,-144.6981839,63.99574441
2316,Healy Lake,2007,14,7,0,0,5,1,1,5,0.7099999785,0,0,3,4,1,1,7,6,5,7,5,5,,169823,1,-144.6981839,63.99574441
2317,Healy Lake,2008,11,5,1,1,2,1,0,5,1,0,0,2,3,1,1,4,4,3,4,3,4,,58259,0,-144.6981839,63.99574441
2318,Healy Lake,2010,9,6,4,0,1,1,0,5,0.8299999833,0,0,3,3,0,0,5,4,3,2,2,5,,53877,2,-144.6981839,63.99574441
2319,Healy Lake,2011,12,8,3,1,1,2,1,6,0.75,0,0,4,4,2,0,4,6,7,6,3,6,,212170,3,-144.6981839,63.99574441
2320,Healy Lake,2012,9,5,2,2,0,0,1,5,1,0,0,2,3,1,1,4,4,3,3,2,0,,139069,2,-144.6981839,63.99574441
2321,Healy Lake,2013,8,5,2,2,0,0,1,5,1,0,0,3,2,2,2,2,4,4,2,1,3,,160598,3,-144.6981839,63.99574441
2322,Hollis,2001,72,37,6,7,9,12,3,22,0.5899999738,7,0.1899999976,19,18,15,8,32,33,29,31,26,21,,798715,12,-132.6500231,55.4822323
2323,Hollis,2002,73,33,9,2,7,11,4,24,0.7300000191,5,0.150000006,15,18,12,8,27,31,30,27,23,17,,762536,10,-132.6500231,55.4822323
2324,Hollis,2003,81,44,10,7,10,15,2,29,0.6600000262,8,0.1800000072,22,22,19,13,38,36,31,30,24,16,,906886,15,-132.6500231,55.4822323
2325,Hollis,2004,71,35,6,1,10,16,2,25,0.7099999785,6,0.1700000018,19,16,17,12,31,30,32,30,26,14,,900216,14,-132.6500231,55.4822323
2326,Hollis,2005,72,36,6,4,7,16,3,28,0.7799999714,5,0.1400000006,19,17,18,12,30,33,33,28,25,12,,912834,11,-132.6500231,55.4822323
2327,Hollis,2006,83,43,7,8,6,16,6,34,0.7900000215,3,0.0700000003,22,21,19,13,32,36,37,34,26,16,,1081214,7,-132.6500231,55.4822323
2328,Hollis,2007,97,47,9,5,6,17,10,38,0.8100000024,3,0.05999999866,26,21,24,17,36,41,44,38,31,22,,1346797,9,-132.6500231,55.4822323
2329,Hollis,2008,95,48,3,10,9,17,9,35,0.7300000191,5,0.1000000015,21,27,26,16,36,46,45,41,32,17,,1387009,10,-132.6500231,55.4822323
2330,Hollis,2009,100,56,9,8,11,20,8,42,0.75,7,0.1299999952,22,34,32,19,37,43,47,47,31,25,,1446600,13,-132.6500231,55.4822323
2331,Hollis,2010,126,72,10,8,13,27,14,51,0.7099999785,9,0.1299999952,29,43,48,33,58,65,64,58,49,20,,2114026,14,-132.6500231,55.4822323
2332,Hollis,2011,121,65,9,4,10,29,13,36,0.5500000119,9,0.1400000006,27,38,41,31,59,61,54,54,49,15,,2119385,15,-132.6500231,55.4822323
2333,Hollis,2012,115,67,8,6,16,24,13,41,0.6100000143,9,0.1299999952,24,43,41,32,53,58,55,57,42,0,,2026024,16,-132.6500231,55.4822323
2334,Hollis,2013,123,73,11,6,14,25,17,47,0.6399999857,7,0.1000000015,27,46,42,37,61,63,67,59,48,26,,2353599,16,-132.6500231,55.4822323
2335,Hollis,2014,111,66,9,7,14,21,15,41,0.6200000048,9,0.1400000006,26,40,42,36,53,57,56,50,40,22,,2346493,12,-132.6500231,55.4822323
2336,Hollis,2015,129,69,7,5,12,27,18,41,0.5899999738,8,0.1199999973,28,41,40,36,59,60,62,59,51,15,,2478667,7,-132.6500231,55.4822323
2337,Holy Cross,2001,144,99,36,15,26,19,3,60,0.6100000143,0,0,45,54,38,21,72,72,85,73,50,54,,1276659,34,-159.7718289,62.1984422
2338,Holy Cross,2002,146,103,40,17,24,17,5,60,0.5799999833,0,0,47,56,38,24,67,75,83,82,49,66,,1281842,33,-159.7718289,62.1984422
2339,Holy Cross,2003,135,87,29,11,24,18,5,48,0.5500000119,0,0,39,48,32,21,71,72,66,63,48,43,,1393300,37,-159.7718289,62.1984422
2340,Holy Cross,2004,138,98,40,11,21,22,4,54,0.5500000119,0,0,43,55,37,25,67,80,68,74,45,51,,1408535,31,-159.7718289,62.1984422
2341,Holy Cross,2005,146,101,44,15,19,21,2,53,0.5199999809,0,0,46,55,36,28,69,60,77,80,43,61,,1204899,42,-159.7718289,62.1984422
2342,Holy Cross,2006,150,98,40,18,16,19,5,44,0.4499999881,1,0.009999999776,41,57,35,27,62,61,73,73,42,56,,1316301,34,-159.7718289,62.1984422
2343,Holy Cross,2007,143,106,48,22,14,19,3,38,0.3600000143,2,0.01999999955,43,63,37,29,43,80,83,58,31,73,,1216627,30,-159.7718289,62.1984422
2344,Holy Cross,2008,145,91,42,10,19,18,2,39,0.4300000072,0,0,44,47,29,21,65,69,66,63,41,52,,1045863,40,-159.7718289,62.1984422
2345,Holy Cross,2009,140,83,31,13,19,14,6,35,0.4199999869,0,0,38,45,27,22,61,65,55,57,39,41,,1204875,41,-159.7718289,62.1984422
2346,Holy Cross,2010,136,83,34,12,13,19,5,32,0.3899999857,1,0.009999999776,41,42,27,20,54,58,64,61,39,46,,1241410,33,-159.7718289,62.1984422
2347,Holy Cross,2011,141,95,30,12,24,21,8,50,0.5299999714,0,0,41,54,30,22,55,67,81,74,45,60,,1612416,28,-159.7718289,62.1984422
2348,Holy Cross,2012,140,105,33,9,28,28,7,42,0.400000006,0,0,47,58,33,25,66,68,92,87,53,0,,1820558,33,-159.7718289,62.1984422
2349,Holy Cross,2013,129,87,30,11,14,24,8,24,0.2800000012,0,0,44,43,29,23,60,61,71,73,48,42,,1660967,44,-159.7718289,62.1984422
2350,Holy Cross,2014,140,90,29,6,20,23,12,29,0.3199999928,0,0,45,45,32,24,63,65,78,64,52,35,,1977598,30,-159.7718289,62.1984422
2351,Holy Cross,2015,141,87,29,14,9,25,10,37,0.4300000072,1,0.009999999776,45,42,27,21,60,67,70,71,47,48,,1894381,19,-159.7718289,62.1984422
2352,Homer,2001,3093,1659,432,221,309,469,228,1301,0.7799999714,69,0.03999999911,839,820,640,389,1255,1424,1421,1256,984,733,,37888499,301,-151.5320066,59.64718757
2353,Homer,2002,3765,2000,499,261,371,588,281,1556,0.7799999714,84,0.03999999911,1009,991,803,501,1486,1712,1721,1534,1183,829,,47875600,353,-151.5320066,59.64718757
2354,Homer,2003,3909,2087,524,259,395,607,302,1621,0.7799999714,82,0.03999999911,1067,1020,869,550,1596,1798,1739,1576,1247,853,,50840017,420,-151.5320066,59.64718757
2355,Homer,2004,3815,2009,463,255,347,632,312,1573,0.7799999714,75,0.03999999911,1045,964,883,587,1535,1725,1760,1558,1222,780,,51173530,354,-151.5320066,59.64718757
2356,Homer,2005,3900,2078,462,277,363,655,321,1625,0.7799999714,85,0.03999999911,1081,997,931,638,1610,1791,1784,1628,1265,787,,53660139,323,-151.5320066,59.64718757
2357,Homer,2006,3947,2060,450,253,340,662,356,1617,0.7799999714,83,0.03999999911,1083,977,960,672,1579,1818,1791,1607,1279,808,,56692925,320,-151.5320066,59.64718757
2358,Homer,2007,4027,2122,428,229,364,699,403,1677,0.7900000215,77,0.03999999911,1096,1026,973,701,1666,1889,1851,1667,1361,805,,61384518,293,-151.5320066,59.64718757
2359,Homer,2008,4078,2115,414,236,328,696,441,1648,0.7799999714,88,0.03999999911,1084,1031,996,764,1664,1857,1837,1664,1346,740,,64955303,300,-151.5320066,59.64718757
2360,Homer,2009,4117,2115,381,228,331,728,447,1632,0.7699999809,96,0.05000000075,1106,1009,982,759,1668,1881,1873,1686,1365,696,,66892677,398,-151.5320066,59.64718757
2361,Homer,2010,3989,2026,376,223,338,648,441,1584,0.7799999714,85,0.03999999911,1079,947,940,744,1597,1784,1757,1586,1286,666,,64194815,414,-151.5320066,59.64718757
2362,Homer,2011,4060,2057,417,228,295,669,450,1583,0.7699999809,90,0.03999999911,1082,975,946,762,1604,1799,1772,1622,1306,705,,65202178,388,-151.5320066,59.64718757
2363,Homer,2012,4117,2094,385,228,345,672,464,1619,0.7699999809,100,0.05000000075,1120,974,953,774,1640,1848,1828,1656,1358,0,,68131818,343,-151.5320066,59.64718757
2364,Homer,2013,4051,2022,336,214,290,679,504,1554,0.7699999809,89,0.03999999911,1072,950,920,753,1649,1821,1787,1617,1372,651,,71633297,292,-151.5320066,59.64718757
2365,Homer,2014,4022,2038,338,214,288,699,499,1551,0.7599999905,88,0.03999999911,1065,972,917,749,1671,1828,1781,1635,1377,657,,73012258,272,-151.5320066,59.64718757
2366,Homer,2015,4056,2005,333,202,303,659,508,1541,0.7699999809,80,0.03999999911,1071,934,897,732,1639,1791,1726,1590,1320,663,,72467766,217,-151.5320066,59.64718757
2367,Hoonah,2001,699,454,128,70,94,130,32,342,0.75,11,0.01999999955,210,244,157,94,348,382,381,362,276,198,,8172098,184,-135.4457083,58.10953807
2368,Hoonah,2002,694,460,136,67,104,129,25,317,0.6899999976,13,0.02999999933,215,245,169,114,338,386,404,372,272,244,,8020304,183,-135.4457083,58.10953807
2369,Hoonah,2003,682,457,115,60,100,144,38,316,0.6899999976,11,0.01999999955,208,249,171,113,360,398,403,375,289,234,,8881726,162,-135.4457083,58.10953807
2370,Hoonah,2004,689,478,122,71,100,153,32,323,0.6800000072,12,0.02999999933,233,245,177,121,349,428,400,363,281,279,,9303399,175,-135.4457083,58.10953807
2371,Hoonah,2005,702,487,127,88,96,141,36,353,0.7200000286,17,0.02999999933,237,250,192,128,351,433,437,394,280,241,,9339658,165,-135.4457083,58.10953807
2372,Hoonah,2006,685,458,103,81,102,133,40,317,0.6899999976,15,0.02999999933,231,227,195,134,349,419,394,350,272,209,,9288288,177,-135.4457083,58.10953807
2373,Hoonah,2007,701,453,104,70,101,137,41,327,0.7200000286,12,0.02999999933,224,229,198,137,319,389,400,368,243,200,,9430940,191,-135.4457083,58.10953807
2374,Hoonah,2008,689,429,92,80,99,115,43,309,0.7200000286,15,0.02999999933,213,216,200,142,290,375,379,331,218,182,,8874490,187,-135.4457083,58.10953807
2375,Hoonah,2009,664,378,95,51,81,115,36,250,0.6600000262,12,0.02999999933,191,187,186,123,228,334,327,297,186,152,,7956499,178,-135.4457083,58.10953807
2376,Hoonah,2010,674,398,96,58,86,123,35,274,0.6899999976,11,0.02999999933,191,207,187,127,238,345,339,315,187,156,,8245622,170,-135.4457083,58.10953807
2377,Hoonah,2011,667,372,59,71,86,112,44,265,0.7099999785,13,0.02999999933,192,180,178,123,258,335,333,308,201,139,,8893503,177,-135.4457083,58.10953807
2378,Hoonah,2012,660,386,79,58,70,118,61,279,0.7200000286,13,0.02999999933,197,189,189,143,235,325,346,336,204,0,,9962583,159,-135.4457083,58.10953807
2379,Hoonah,2013,679,413,74,65,81,129,64,290,0.6999999881,12,0.02999999933,209,204,198,155,265,354,364,341,223,170,,10752376,155,-135.4457083,58.10953807
2380,Hoonah,2014,675,396,64,61,86,120,65,267,0.6700000167,10,0.02999999933,199,197,191,154,289,356,345,293,230,148,,10804189,145,-135.4457083,58.10953807
2381,Hoonah,2015,660,387,71,53,71,120,72,259,0.6700000167,9,0.01999999955,194,193,192,153,281,343,336,313,226,167,,10942276,121,-135.4457083,58.10953807
2382,Hoonah-Angoon Census Area,2001,1962,1167,365,180,241,305,76,861,0.7400000095,40,0.02999999933,536,631,464,307,832,965,976,892,629,507,,19888727,449,-135.1851,58.0764
2383,Hoonah-Angoon Census Area,2002,1878,1094,353,182,228,271,61,718,0.6600000262,51,0.05000000075,510,584,458,306,753,890,904,817,554,521,,17702246,402,-135.1851,58.0764
2384,Hoonah-Angoon Census Area,2003,1832,1089,354,159,230,276,70,720,0.6600000262,46,0.03999999911,514,575,459,307,771,891,903,821,586,537,,18094893,354,-135.1851,58.0764
2385,Hoonah-Angoon Census Area,2004,1792,1071,354,169,226,263,59,671,0.6299999952,42,0.03999999911,532,539,447,311,762,904,867,789,569,580,,17463150,353,-135.1851,58.0764
2386,Hoonah-Angoon Census Area,2005,1785,1059,323,195,208,269,65,699,0.6600000262,48,0.05000000075,511,548,461,312,743,899,898,797,546,512,,17993896,338,-135.1851,58.0764
2387,Hoonah-Angoon Census Area,2006,1756,1020,308,168,220,250,75,645,0.6299999952,49,0.05000000075,511,509,474,331,733,879,851,780,556,492,,18216519,342,-135.1851,58.0764
2388,Hoonah-Angoon Census Area,2007,1738,993,274,155,210,268,86,651,0.6600000262,40,0.03999999911,488,505,451,319,695,810,832,754,515,436,,19277568,351,-135.1851,58.0764
2389,Hoonah-Angoon Census Area,2008,1718,930,257,149,180,256,88,596,0.6399999857,51,0.05000000075,458,472,447,312,645,769,785,712,480,397,,18445108,339,-135.1851,58.0764
2390,Hoonah-Angoon Census Area,2009,1735,893,263,120,193,233,84,515,0.5799999833,46,0.05000000075,429,464,443,308,591,735,748,699,466,377,,17486610,331,-135.1851,58.0764
2391,Hoonah-Angoon Census Area,2010,1724,906,259,130,185,248,84,543,0.6000000238,41,0.05000000075,428,478,456,336,582,750,768,717,456,370,,17890325,347,-135.1851,58.0764
2392,Hoonah-Angoon Census Area,2011,1723,877,228,138,186,235,90,521,0.5899999738,44,0.05000000075,424,453,450,341,602,723,744,704,460,327,,18692317,316,-135.1851,58.0764
2393,Hoonah-Angoon Census Area,2012,1729,912,241,135,184,231,121,556,0.6100000143,41,0.03999999911,433,478,456,353,585,739,775,718,464,0,,20289542,322,-135.1851,58.0764
2394,Hoonah-Angoon Census Area,2013,1704,905,209,144,193,244,115,562,0.6200000048,36,0.03999999911,433,472,457,365,602,779,772,706,474,367,,20571789,321,-135.1851,58.0764
2395,Hoonah-Angoon Census Area,2014,1698,884,186,149,193,236,120,521,0.5899999738,41,0.05000000075,423,461,461,379,611,773,768,679,497,363,,21057848,284,-135.1851,58.0764
2396,Hoonah-Angoon Census Area,2015,1710,885,210,142,168,239,126,531,0.6000000238,41,0.05000000075,436,449,459,374,614,742,758,684,482,358,,21604958,249,-135.1851,58.0764
2397,Hooper Bay,2001,588,399,184,56,85,66,8,224,0.5600000024,1,0,181,218,94,59,272,288,324,303,197,232,,4456693,96,-166.0964332,61.53087969
2398,Hooper Bay,2002,606,404,194,52,78,68,12,237,0.5899999738,2,0,191,213,102,58,270,295,340,288,187,231,,4654971,139,-166.0964332,61.53087969
2399,Hooper Bay,2003,619,427,187,83,85,59,13,269,0.6299999952,1,0,196,231,119,68,284,311,355,312,197,249,,4651107,150,-166.0964332,61.53087969
2400,Hooper Bay,2004,642,434,171,83,89,75,16,257,0.5899999738,2,0,202,232,128,73,314,342,337,329,214,227,,5310089,167,-166.0964332,61.53087969
2401,Hooper Bay,2005,657,424,189,60,84,73,18,239,0.5600000024,1,0,198,226,131,71,299,303,345,319,186,225,,5195141,188,-166.0964332,61.53087969
2402,Hooper Bay,2006,681,487,189,79,104,87,28,240,0.4900000095,13,0.02999999933,218,269,145,84,297,348,401,388,217,322,,6856419,170,-166.0964332,61.53087969
2403,Hooper Bay,2007,674,458,193,74,68,96,27,244,0.5299999714,38,0.07999999821,210,248,152,94,298,343,385,335,213,233,,6399712,193,-166.0964332,61.53087969
2404,Hooper Bay,2008,688,438,192,70,68,83,25,206,0.4699999988,35,0.07999999821,216,222,145,89,288,320,358,321,210,225,,5908511,198,-166.0964332,61.53087969
2405,Hooper Bay,2009,691,470,219,71,72,81,27,249,0.5299999714,3,0.009999999776,235,235,150,100,294,323,396,337,208,262,,6266778,203,-166.0964332,61.53087969
2406,Hooper Bay,2010,729,486,222,68,72,93,31,246,0.5099999905,21,0.03999999911,236,250,160,112,297,341,394,348,211,240,,6794682,228,-166.0964332,61.53087969
2407,Hooper Bay,2011,747,490,190,80,88,96,36,250,0.5099999905,14,0.02999999933,233,257,165,119,336,379,382,356,241,247,,7368808,204,-166.0964332,61.53087969
2408,Hooper Bay,2012,733,503,179,86,99,106,33,265,0.5299999714,24,0.05000000075,238,265,158,112,346,366,432,373,253,0,,7890041,183,-166.0964332,61.53087969
2409,Hooper Bay,2013,736,470,206,75,62,91,36,239,0.5099999905,13,0.02999999933,237,233,152,110,317,370,371,324,219,202,,7177942,220,-166.0964332,61.53087969
2410,Hooper Bay,2014,771,510,238,68,63,100,41,257,0.5,25,0.05000000075,250,260,146,112,309,362,393,360,219,273,,7575069,167,-166.0964332,61.53087969
2411,Hooper Bay,2015,788,495,228,64,68,94,41,253,0.5099999905,26,0.05000000075,256,239,137,106,318,351,412,361,244,239,,7679918,128,-166.0964332,61.53087969
2412,Hope,2001,128,71,15,12,18,20,6,58,0.8199999928,5,0.0700000003,32,39,35,20,45,63,60,56,32,43,,1477046,31,-149.622229,60.91793289
2413,Hope,2002,130,75,18,15,18,19,5,63,0.8399999738,4,0.05000000075,33,42,37,18,45,64,66,48,32,36,,1475629,40,-149.622229,60.91793289
2414,Hope,2003,135,72,20,8,19,16,9,64,0.8899999857,4,0.05999999866,28,44,36,21,49,59,53,53,34,31,,1572329,37,-149.622229,60.91793289
2415,Hope,2004,137,68,15,8,12,19,14,56,0.8199999928,5,0.0700000003,29,39,39,26,45,57,57,51,33,26,,1933145,26,-149.622229,60.91793289
2416,Hope,2005,125,61,11,8,14,20,8,50,0.8199999928,6,0.1000000015,27,34,34,27,38,53,49,45,27,27,,1537925,23,-149.622229,60.91793289
2417,Hope,2006,130,55,9,8,15,12,11,48,0.8700000048,3,0.05000000075,26,29,28,23,38,45,40,46,29,24,,1515018,18,-149.622229,60.91793289
2418,Hope,2007,133,61,12,6,15,18,10,52,0.8500000238,3,0.05000000075,27,34,28,24,43,53,52,47,31,26,,1568613,14,-149.622229,60.91793289
2419,Hope,2008,136,63,15,11,10,16,11,56,0.8899999857,3,0.05000000075,31,32,27,22,40,53,51,46,27,30,,1635129,19,-149.622229,60.91793289
2420,Hope,2009,139,63,8,12,17,14,12,53,0.8399999738,3,0.05000000075,36,27,27,23,42,56,54,44,37,30,,1788581,18,-149.622229,60.91793289
2421,Hope,2010,147,67,15,13,10,15,14,57,0.8500000238,4,0.05999999866,34,33,26,24,43,53,58,47,32,26,,1837174,21,-149.622229,60.91793289
2422,Hope,2011,145,65,15,7,16,16,11,56,0.8600000143,2,0.02999999933,34,31,29,25,42,51,56,41,30,29,,1776829,20,-149.622229,60.91793289
2423,Hope,2012,143,65,9,13,14,19,10,53,0.8199999928,3,0.05000000075,31,34,33,27,41,53,51,49,29,0,,1933238,23,-149.622229,60.91793289
2424,Hope,2013,144,65,4,14,11,21,15,58,0.8899999857,2,0.02999999933,32,33,27,22,48,59,55,47,33,32,,2263280,29,-149.622229,60.91793289
2425,Hope,2014,139,58,6,8,10,17,17,51,0.8799999952,3,0.05000000075,25,33,22,15,42,48,47,44,29,21,,2278669,23,-149.622229,60.91793289
2426,Hope,2015,143,65,8,12,8,25,12,57,0.8799999952,3,0.05000000075,27,38,27,18,44,55,57,52,37,30,,2280375,26,-149.622229,60.91793289
2427,Houston,2001,852,490,115,68,87,164,56,428,0.8700000048,16,0.02999999933,223,267,154,90,371,417,423,386,288,250,,11346455,118,-149.8014267,61.6312394
2428,Houston,2002,941,532,102,78,94,191,67,462,0.8700000048,20,0.03999999911,234,298,187,101,413,466,466,425,327,205,,13304891,134,-149.8014267,61.6312394
2429,Houston,2003,1024,588,139,69,104,198,78,512,0.8700000048,17,0.02999999933,258,330,206,110,443,487,499,473,354,280,,14243620,166,-149.8014267,61.6312394
2430,Houston,2004,1015,596,136,83,116,180,81,511,0.8600000143,19,0.02999999933,269,327,197,110,451,493,506,483,356,250,,14551810,157,-149.8014267,61.6312394
2431,Houston,2005,1085,641,144,76,118,217,86,560,0.8700000048,17,0.02999999933,273,368,244,123,491,533,530,493,372,280,,16210265,138,-149.8014267,61.6312394
2432,Houston,2006,1142,668,141,94,105,222,106,566,0.8500000238,22,0.02999999933,307,361,242,135,520,560,567,529,400,306,,17732773,155,-149.8014267,61.6312394
2433,Houston,2007,1183,680,143,69,101,226,141,578,0.8500000238,21,0.02999999933,312,368,251,161,542,587,567,555,440,277,,20083149,164,-149.8014267,61.6312394
2434,Houston,2008,1301,728,124,67,117,262,158,627,0.8600000143,25,0.02999999933,327,401,287,187,591,643,637,594,479,315,,22991359,176,-149.8014267,61.6312394
2435,Houston,2009,1279,687,119,77,89,236,166,590,0.8600000143,21,0.02999999933,309,378,282,193,553,604,588,550,444,249,,22375894,222,-149.8014267,61.6312394
2436,Houston,2010,1392,719,102,83,105,251,178,611,0.8500000238,26,0.03999999911,320,399,292,201,582,629,653,606,490,259,,24563218,228,-149.8014267,61.6312394
2437,Houston,2011,1433,748,124,80,113,257,174,634,0.8500000238,26,0.02999999933,337,411,307,209,584,644,663,626,485,273,,25129644,207,-149.8014267,61.6312394
2438,Houston,2012,1455,785,139,85,109,252,200,671,0.8500000238,31,0.03999999911,335,450,321,223,625,670,690,651,515,0,,27337605,216,-149.8014267,61.6312394
2439,Houston,2013,1451,774,110,88,131,244,201,668,0.8600000143,27,0.02999999933,355,419,308,223,623,670,686,641,515,284,,27099116,210,-149.8014267,61.6312394
2440,Houston,2014,1429,754,122,58,120,237,217,645,0.8600000143,33,0.03999999911,339,415,310,245,605,649,663,639,506,276,,28430624,154,-149.8014267,61.6312394
2441,Houston,2015,1492,747,107,54,112,260,214,639,0.8600000143,39,0.05000000075,340,407,328,259,622,659,648,620,502,264,,29196744,147,-149.8014267,61.6312394
2442,Hughes,2001,49,42,17,10,8,5,2,18,0.4300000072,0,0,23,19,20,18,33,38,29,31,21,22,,493367,6,-154.2582191,66.04587278
2443,Hughes,2002,45,35,9,10,6,8,2,16,0.4600000083,0,0,15,20,15,13,30,31,28,27,21,21,,521144,9,-154.2582191,66.04587278
2444,Hughes,2003,45,33,14,8,5,4,2,12,0.3600000143,0,0,15,18,16,13,25,25,28,28,20,24,,389594,6,-154.2582191,66.04587278
2445,Hughes,2004,52,39,14,7,9,5,4,20,0.5099999905,0,0,19,20,18,14,27,30,32,35,21,27,,573446,6,-154.2582191,66.04587278
2446,Hughes,2005,51,42,20,7,4,9,2,20,0.4799999893,1,0.01999999955,23,19,20,16,35,29,35,39,23,30,,560754,4,-154.2582191,66.04587278
2447,Hughes,2006,51,43,13,8,9,12,1,13,0.3000000119,1,0.01999999955,20,23,19,17,33,41,39,39,28,30,,644594,5,-154.2582191,66.04587278
2448,Hughes,2007,56,45,16,10,10,8,1,16,0.3600000143,0,0,24,21,23,19,36,36,38,36,25,27,,546580,7,-154.2582191,66.04587278
2449,Hughes,2008,61,49,20,4,9,12,4,17,0.349999994,0,0,23,26,22,18,41,42,42,39,30,30,,738191,13,-154.2582191,66.04587278
2450,Hughes,2009,57,43,13,4,12,11,3,14,0.3300000131,0,0,19,24,23,17,35,36,38,37,28,25,,684232,11,-154.2582191,66.04587278
2451,Hughes,2010,68,57,22,5,9,18,3,13,0.2300000042,0,0,30,27,23,20,41,45,49,51,35,31,,907092,10,-154.2582191,66.04587278
2452,Hughes,2011,65,59,23,4,13,19,0,14,0.2399999946,0,0,26,33,21,18,41,49,50,47,36,30,,758670,16,-154.2582191,66.04587278
2453,Hughes,2012,72,64,27,10,12,14,1,19,0.3000000119,0,0,30,34,21,18,46,48,55,50,35,0,,743420,15,-154.2582191,66.04587278
2454,Hughes,2013,72,60,23,9,16,10,2,19,0.3199999928,0,0,30,30,25,18,48,53,49,42,35,33,,776326,18,-154.2582191,66.04587278
2455,Hughes,2014,68,57,19,7,14,15,2,20,0.349999994,0,0,27,30,22,17,46,49,51,45,36,29,,819500,19,-154.2582191,66.04587278
2456,Hughes,2015,68,55,18,9,16,11,1,19,0.349999994,0,0,24,31,20,16,44,52,44,45,34,31,,780464,17,-154.2582191,66.04587278
2457,Huslia,2001,180,121,44,10,28,32,7,90,0.7400000095,0,0,55,66,34,25,75,88,102,85,55,76,,1901362,39,-156.3947017,65.70183545
